arxiv_id,title,domain,year,doi,citation_count,impact_indicators
1427.00030,Deep Learning Advances in Image Recognition,Computer Science,2014,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
2019.00010,CMB B-Mode Polarization Results from ACTPol,Cosmology,2020,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1806.50018,Systematic Analysis of Metabolomics in Human Disease,Biology,2018,10.1038/nature00000,Highly Cited,Omics breakthrough
2119.00039,CMB B-Mode Polarization Results from SPTpol,Cosmology,2021,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1618.00091,Atmospheric Characterization of WASP-12b with VLT,Astronomy,2016,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1329.00013,Mars Reconnaissance Observations of Vesta,Astronomy,2013,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
2117.00002,GW Event 20210002: Compact Binary Coalescence,Physics,2021,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
astro-ph/0310723,The Sloan Digital Sky Survey: Technical Summary,Cosmology,2003,10.1086/381245,Highly Cited,SDSS technical summary
2120.00049,Search for Dark Matter in 2021 LHC Data,Physics,2021,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0814.40018,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,2008,10.1086/000000,Highly Cited,Millisecond pulsar discovery
1022.00044,GRB 20100045: Multi-wavelength Afterglow Observations,Astronomy,2010,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
1818.00003,Atmospheric Characterization of HAT-P-1b with VLT,Astronomy,2018,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1524.00033,Discovery of Axion Insulators: Theory and Experiment,Physics,2015,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1724.00035,Discovery of Weyl Semimetals: Theory and Experiment,Physics,2017,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1827.00054,Deep Learning Advances in Image Recognition,Computer Science,2018,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
1322.00018,GRB 20130019: Multi-wavelength Afterglow Observations,Astronomy,2013,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
9215.50002,X-ray Observations of the Black Hole Candidate SS 433,Astronomy,1992,10.1086/000000,Highly Cited,Black hole X-ray binary
1429.00014,Dawn Observations of Mars,Astronomy,2014,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
1208.2238,"An Integrated Map of Genetic Variation from 1,092 Human Genomes",Biology,2012,10.1038/nature11632,Highly Cited,1000 Genomes integrated
0408.70004,Quantum Error Correction with Superconducting Qubits,Physics,2004,10.1103/PhysRevA.0.000000,Highly Cited,Quantum computing breakthrough
1703.09757,Reconstructing the Deep Population History of Central and South America,Biology,2018,10.1016/j.cell.2018.10.027,Highly Cited,American ancient DNA
1629.00016,Cassini Observations of Enceladus,Astronomy,2016,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
1427.00000,Deep Learning Advances in Image Recognition,Computer Science,2014,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
1518.00072,Atmospheric Characterization of WASP-39b with HST,Astronomy,2015,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2028.00010,Implementation of Quantum Walks on NISQ Devices,Physics,2020,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1505.40005,Search for Dark Matter at the LHC,Physics,2015,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
2217.00023,GW Event 20220023: Compact Binary Coalescence,Physics,2022,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
9613.30006,Observations of Supernova SN 1996A: Light Curve and Spectroscopy,Astronomy,1996,10.1086/000000,Highly Cited,Supernova observation
0329.00003,Mars Reconnaissance Observations of Titan,Astronomy,2003,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
1520.00043,Search for Dark Matter in 2015 LHC Data,Physics,2015,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1012.20002,Dark Matter Search Results from the PandaX Experiment,Physics,2010,10.1103/PhysRevLett.0.000000,Highly Cited,Direct dark matter detection
0810.3734,First Results from the XENON10 Dark Matter Experiment,Physics,2008,10.1103/PhysRevLett.100.021303,Highly Cited,XENON10 first results
1818.00039,Atmospheric Characterization of XO-1b with VLT,Astronomy,2018,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2224.00054,Discovery of Higher-Order Topological Insulators: Theory and Experiment,Physics,2022,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
0215.50012,X-ray Observations of the Black Hole Candidate Cygnus X-1,Astronomy,2002,10.1086/000000,Highly Cited,Black hole X-ray binary
1511.03616,GJ 1132b: A Rocky World Transiting a Low-Mass Star,Astronomy,2016,10.3847/2041-8205/823/2/L25,Highly Cited,GJ 1132b characterization
2317.00074,GW Event 20230074: Compact Binary Coalescence,Physics,2023,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1420.00042,Search for Supersymmetry in 2014 LHC Data,Physics,2014,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1628.00006,Implementation of Shor Algorithm on NISQ Devices,Physics,2016,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1917.00030,GW Event 20190030: Compact Binary Coalescence,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
0706.50007,Systematic Analysis of Transcriptomics in Human Disease,Biology,2007,10.1038/nature00000,Highly Cited,Omics breakthrough
1107.0326,A Programmable Dual-RNA-Guided DNA Endonuclease in Adaptive Bacterial Immunity,Biology,2012,10.1126/science.1225829,Highly Cited,CRISPR-Cas9 mechanism
2109.80009,Advances in Graph Neural Networks: Theory and Applications,Computer Science,2021,10.48550/arXiv.0000.00000,Highly Cited,AI architecture breakthrough
1906.11240,First M87 Event Horizon Telescope Results. III. Data Processing and Calibration,Astronomy,2019,10.3847/2041-8213/ab0c57,Highly Cited,EHT calibration
1122.00016,GRB 20110017: Multi-wavelength Afterglow Observations,Astronomy,2011,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
1221.00012,Large-Scale Structure from the VIPERS Survey,Cosmology,2012,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1224.00058,Discovery of Axion Insulators: Theory and Experiment,Physics,2012,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1228.00016,Implementation of Quantum Walks on NISQ Devices,Physics,2012,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1604.30016,Cosmological Constraints from CMB Data,Cosmology,2016,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
2226.00016,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Cancer,Biology,2022,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
2318.00044,Atmospheric Characterization of WASP-39b with HST,Astronomy,2023,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1828.00036,Implementation of Shor Algorithm on NISQ Devices,Physics,2018,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1419.00046,CMB B-Mode Polarization Results from ACTPol,Cosmology,2014,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
2025.00029,CRISPR-Cas9 for Epigenome Editing: Advances and Applications,Biology,2020,10.1126/science.0000000,Highly Cited,CRISPR application
2015.50030,X-ray Observations of the Black Hole Candidate SS 433,Astronomy,2020,10.1086/000000,Highly Cited,Black hole X-ray binary
1028.00000,Implementation of Shor Algorithm on NISQ Devices,Physics,2010,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
2020.00048,Search for Supersymmetry in 2020 LHC Data,Physics,2020,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1220.00066,Search for Supersymmetry in 2012 LHC Data,Physics,2012,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1910.90004,Properties of Fast Radio Burst FRB 2019005,Astronomy,2019,10.3847/0004-637X/0/0/0,Highly Cited,Fast radio burst study
1406.3851,Discovery and Functional Characterization of Diverse Class 2 CRISPR-Cas Systems,Biology,2015,10.1016/j.molcel.2015.10.008,Highly Cited,Class 2 CRISPR
1920.00021,Search for Leptoquarks in 2019 LHC Data,Physics,2019,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0211.10002,CMB Power Spectrum Analysis from ACT Data,Cosmology,2002,10.1088/0004-637X/0/0/0,Highly Cited,CMB analysis
1518.00081,Atmospheric Characterization of XO-1b with Spitzer,Astronomy,2015,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2105.40011,Search for Lepton Flavor Violation at the LHC,Physics,2021,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
1902.07373,The Regularity of Minimizers in the Calculus of Variations,Mathematics,2019,10.48550/arXiv.1902.07373,Highly Cited,Regularity theory
2221.00022,Large-Scale Structure from the Euclid Survey,Cosmology,2022,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
2217.00013,GW Event 20220013: Compact Binary Coalescence,Physics,2022,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
astro-ph/0106254,OGLE-2001-BLG-285: Planetary Microlensing Event,Astronomy,2001,10.1086/341052,Highly Cited,Planetary microlensing
1925.00028,CRISPR-Cas9 for Functional Genomics: Advances and Applications,Biology,2019,10.1126/science.0000000,Highly Cited,CRISPR application
1526.00000,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Cancer,Biology,2015,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1207.6289,Dynamics of Hippocampal Replay at the Sub-Millisecond Level,Biology,2012,10.1038/nature11210,Highly Cited,Hippocampal replay
1323.00013,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2013,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1824.00008,Discovery of Axion Insulators: Theory and Experiment,Physics,2018,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
astro-ph/0507299,Transits of Extrasolar Planets: Recent Results and Future Prospects,Astronomy,2005,10.1016/j.asr.2005.07.080,Highly Cited,Exoplanet transits review
2117.00047,GW Event 20210047: Compact Binary Coalescence,Physics,2021,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2320.00038,Search for Heavy Higgs in 2023 LHC Data,Physics,2023,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0923.00009,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2009,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1024.00028,Discovery of Axion Insulators: Theory and Experiment,Physics,2010,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
2004.30020,Cosmological Constraints from CMB Data,Cosmology,2020,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
2209.03526,Search for Neutrinoless Double-Beta Decay with the Complete CUORE Data Set,Physics,2022,10.1103/PhysRevLett.129.222501,Highly Cited,CUORE final result
0614.40016,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,2006,10.1086/000000,Highly Cited,Millisecond pulsar discovery
math/0602567,Perelman's Papers on Ricci Flow,Mathematics,2006,10.48550/arXiv.math.DG/0211159,Highly Cited,Poincaré conjecture
1304.0012,Measurement of Electron Antineutrino Oscillation,Physics,2013,10.1103/PhysRevLett.111.141803,Highly Cited,T2K theta13
1811.10018,CMB Power Spectrum Analysis from ACT Data,Cosmology,2018,10.1088/0004-637X/0/0/0,Highly Cited,CMB analysis
astro-ph/9504001,OGLE: Early Warning System for Microlensing Events,Astronomy,1995,10.1086/309610,Highly Cited,OGLE early warning
2217.00068,GW Event 20220068: Compact Binary Coalescence,Physics,2022,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2323.00023,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2023,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
2219.00012,CMB B-Mode Polarization Results from BICEP,Cosmology,2022,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1626.00046,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Immune Response,Biology,2016,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
2124.00053,Discovery of Axion Insulators: Theory and Experiment,Physics,2021,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1503.00279,Observation of J/psi p Resonances Consistent with Pentaquark States,Physics,2015,10.1103/PhysRevLett.115.072001,Highly Cited,Pentaquark discovery
1618.00019,Atmospheric Characterization of TrES-2 with VLT,Astronomy,2016,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1524.00019,Discovery of Higher-Order Topological Insulators: Theory and Experiment,Physics,2015,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1419.00004,CMB B-Mode Polarization Results from ACTPol,Cosmology,2014,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1925.00039,CRISPR-Cas9 for Epigenome Editing: Advances and Applications,Biology,2019,10.1126/science.0000000,Highly Cited,CRISPR application
0121.00025,Large-Scale Structure from the 2dFGRS Survey,Cosmology,2001,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
9822.00003,GRB 19980004: Multi-wavelength Afterglow Observations,Astronomy,1998,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
2217.00018,GW Event 20220018: Compact Binary Coalescence,Physics,2022,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2226.00025,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Development,Biology,2022,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
0621.00054,Large-Scale Structure from the Euclid Survey,Cosmology,2006,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1609.80004,Advances in Graph Neural Networks: Theory and Applications,Computer Science,2016,10.48550/arXiv.0000.00000,Highly Cited,AI architecture breakthrough
1325.00022,CRISPR-Cas9 for Disease Models: Advances and Applications,Biology,2013,10.1126/science.0000000,Highly Cited,CRISPR application
1029.00010,New Horizons Observations of Titan,Astronomy,2010,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
1928.00037,Implementation of Grover Search on NISQ Devices,Physics,2019,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
9714.40007,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,1997,10.1086/000000,Highly Cited,Millisecond pulsar discovery
0008.70000,Quantum Error Correction with Superconducting Qubits,Physics,2000,10.1103/PhysRevA.0.000000,Highly Cited,Quantum computing breakthrough
1902.00978,The Population History of Northeastern Siberia Since the Pleistocene,Biology,2019,10.1038/s41586-019-1279-z,Highly Cited,Siberian ancient DNA
0323.00003,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2003,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1518.00000,Atmospheric Characterization of WASP-12b with HST,Astronomy,2015,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1214.40022,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,2012,10.1086/000000,Highly Cited,Millisecond pulsar discovery
1627.00012,Deep Learning Advances in Image Recognition,Computer Science,2016,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
1023.00034,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2010,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
2125.00041,CRISPR-Cas9 for Agricultural Improvement: Advances and Applications,Biology,2021,10.1126/science.0000000,Highly Cited,CRISPR application
0321.00027,Large-Scale Structure from the GAMA Survey,Cosmology,2003,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
0821.00056,Large-Scale Structure from the SDSS Survey,Cosmology,2008,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
2009.00054,GW190521: A Binary Black Hole Merger with a Total Mass of 150 Solar Masses,Physics,2020,10.3847/2041-8213/aba493,Highly Cited,Intermediate-mass BBH
1818.00048,Atmospheric Characterization of WASP-17b with HST,Astronomy,2018,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
astro-ph/9209003,Structure in the COBE Differential Microwave Radiometer First-Year Maps,Cosmology,1992,10.1086/186504,Highly Cited,COBE anisotropy discovery
1208.70012,Quantum Error Correction with Superconducting Qubits,Physics,2012,10.1103/PhysRevA.0.000000,Highly Cited,Quantum computing breakthrough
0706.00001,GJ 1214b: A Super-Earth Transiting a Nearby Low-Mass Star,Astronomy,2009,10.1038/nature08679,Highly Cited,Super-Earth discovery
1405.40004,Search for Supersymmetry at the LHC,Physics,2014,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
1625.00025,CRISPR-Cas9 for Gene Therapy: Advances and Applications,Biology,2016,10.1126/science.0000000,Highly Cited,CRISPR application
1324.00031,Discovery of Dirac Semimetals: Theory and Experiment,Physics,2013,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1404.30014,Cosmological Constraints from Supernovae Data,Cosmology,2014,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
9622.00030,GRB 19960031: Multi-wavelength Afterglow Observations,Astronomy,1996,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
1917.00020,GW Event 20190020: Compact Binary Coalescence,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1405.00001,The Rise of Halide Perovskites,Chemistry,2014,10.1038/nmat4014,Highly Cited,Perovskite solar cells
2320.00012,Search for Supersymmetry in 2023 LHC Data,Physics,2023,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0229.00002,Juno Observations of Enceladus,Astronomy,2002,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
1111.6312,Cryo-EM Structure of the 70S Ribosome with tRNAs in Hybrid States,Biology,2011,10.1126/science.1217266,Highly Cited,Ribosome hybrid states
0623.00030,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2006,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
0523.00029,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2005,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
2027.00006,Deep Learning Advances in Image Recognition,Computer Science,2020,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
1718.00047,Atmospheric Characterization of TrES-2 with VLT,Astronomy,2017,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
0123.00001,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2001,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1715.50027,X-ray Observations of the Black Hole Candidate V404 Cyg,Astronomy,2017,10.1086/000000,Highly Cited,Black hole X-ray binary
0204.30002,Cosmological Constraints from Supernovae Data,Cosmology,2002,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
1213.30022,Observations of Supernova SN 2012A: Light Curve and Spectroscopy,Astronomy,2012,10.1086/000000,Highly Cited,Supernova observation
2318.00026,Atmospheric Characterization of TrES-2 with JWST,Astronomy,2023,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
9522.00000,GRB 19950001: Multi-wavelength Afterglow Observations,Astronomy,1995,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
2225.00009,CRISPR-Cas9 for Epigenome Editing: Advances and Applications,Biology,2022,10.1126/science.0000000,Highly Cited,CRISPR application
1907.60015,Novel Properties of Graphene: Theory and Experiment,Physics,2019,10.1103/PhysRevB.0.000000,Highly Cited,Condensed matter discovery
2017.00066,GW Event 20200066: Compact Binary Coalescence,Physics,2020,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1917.00060,GW Event 20190060: Compact Binary Coalescence,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2226.00043,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Brain,Biology,2022,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1128.00015,Implementation of QAOA on NISQ Devices,Physics,2011,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1618.00010,Atmospheric Characterization of HAT-P-1b with JWST,Astronomy,2016,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1905.00001,Artificial Photosynthesis: Beyond CO Reduction to Multi-Carbon Products,Chemistry,2019,10.1021/acs.chemrev.9b00099,Highly Cited,Artificial photosynthesis
1205.40002,Search for Extra Dimensions at the LHC,Physics,2012,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
2019.00024,CMB B-Mode Polarization Results from BICEP,Cosmology,2020,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1503.07589,Combined Measurement of the Higgs Boson Mass in pp Collisions at sqrt(s)=7 and 8 TeV,Physics,2015,10.1103/PhysRevLett.114.191803,Highly Cited,Precise Higgs mass
0613.30016,Observations of Supernova SN 2006A: Light Curve and Spectroscopy,Astronomy,2006,10.1086/000000,Highly Cited,Supernova observation
1614.40026,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,2016,10.1086/000000,Highly Cited,Millisecond pulsar discovery
1725.00037,CRISPR-Cas9 for Disease Models: Advances and Applications,Biology,2017,10.1126/science.0000000,Highly Cited,CRISPR application
2106.00001,The First Six-Planet System in TESS,Astronomy,2021,10.3847/2041-8213/ac06e8,Highly Cited,TESS six-planet system
1526.00036,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Cancer,Biology,2015,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1627.00042,Deep Learning Advances in Image Recognition,Computer Science,2016,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
2026.00005,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Development,Biology,2020,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
2009.01216,A Case for an Atmosphere on Super-Earth 55 Cancri e,Astronomy,2020,10.3847/1538-3881/abac7e,Highly Cited,55 Cnc e atmosphere
1810.04805,BERT: Pre-training of Deep Bidirectional Transformers,Computer Science,2018,10.18653/v1/N19-1423,Highly Cited,BERT
0915.50019,X-ray Observations of the Black Hole Candidate V404 Cyg,Astronomy,2009,10.1086/000000,Highly Cited,Black hole X-ray binary
2106.12705,The NANOGrav 12.5-year Data Set: Search for an Isotropic Stochastic Gravitational-Wave Background,Physics,2021,10.3847/2041-8213/ac0aef,Highly Cited,Stochastic GW background hint
0704.30007,Cosmological Constraints from Weak Lensing Data,Cosmology,2007,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
1104.30011,Cosmological Constraints from Weak Lensing Data,Cosmology,2011,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
1507.60011,Novel Properties of Topological Insulators: Theory and Experiment,Physics,2015,10.1103/PhysRevB.0.000000,Highly Cited,Condensed matter discovery
1303.20008,Discovery of a Transiting Exoplanet Around a G-Type Star,Astronomy,2013,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet discovery transit
0608.70006,Quantum Error Correction with Photonic Qubits,Physics,2006,10.1103/PhysRevA.0.000000,Highly Cited,Quantum computing breakthrough
1627.00032,Deep Learning Advances in Game Playing,Computer Science,2016,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
2025.00040,CRISPR-Cas9 for Gene Therapy: Advances and Applications,Biology,2020,10.1126/science.0000000,Highly Cited,CRISPR application
1917.00095,GW Event 20190095: Compact Binary Coalescence,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1906.50019,Systematic Analysis of Epigenomics in Human Disease,Biology,2019,10.1038/nature00000,Highly Cited,Omics breakthrough
1723.00017,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2017,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
0823.00032,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2008,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1718.00011,Atmospheric Characterization of XO-1b with VLT,Astronomy,2017,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
0122.00006,GRB 20010007: Multi-wavelength Afterglow Observations,Astronomy,2001,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
2228.00026,Implementation of Variational Eigensolver on NISQ Devices,Physics,2022,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
2128.00011,Implementation of Quantum Machine Learning on NISQ Devices,Physics,2021,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
0913.30019,Observations of Supernova SN 2009A: Light Curve and Spectroscopy,Astronomy,2009,10.1086/000000,Highly Cited,Supernova observation
0021.00000,Large-Scale Structure from the SDSS Survey,Cosmology,2000,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1728.00035,Implementation of Quantum Machine Learning on NISQ Devices,Physics,2017,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1902.10003,Binary Black Hole Merger GW1904: Properties and Implications,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,BBH merger gravitational waves
2026.00041,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Development,Biology,2020,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
2303.20018,Discovery of a Transiting Exoplanet Around a M-Type Star,Astronomy,2023,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet discovery transit
2118.00015,Atmospheric Characterization of HD 209458 b with VLT,Astronomy,2021,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1220.00053,Search for Long-lived Particles in 2012 LHC Data,Physics,2012,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0914.40019,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,2009,10.1086/000000,Highly Cited,Millisecond pulsar discovery
2120.00010,Search for Vector-like Quarks in 2021 LHC Data,Physics,2021,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0104.30001,Cosmological Constraints from BAO Data,Cosmology,2001,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
2324.00013,Discovery of Axion Insulators: Theory and Experiment,Physics,2023,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1718.00092,Atmospheric Characterization of HD 209458 b with HST,Astronomy,2017,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1824.00036,Discovery of Dirac Semimetals: Theory and Experiment,Physics,2018,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1818.00075,Atmospheric Characterization of TrES-2 with VLT,Astronomy,2018,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1813.30028,Observations of Supernova SN 2018A: Light Curve and Spectroscopy,Astronomy,2018,10.1086/000000,Highly Cited,Supernova observation
1308.70013,Quantum Error Correction with Trapped Ion Qubits,Physics,2013,10.1103/PhysRevA.0.000000,Highly Cited,Quantum computing breakthrough
9113.30001,Observations of Supernova SN 1991A: Light Curve and Spectroscopy,Astronomy,1991,10.1086/000000,Highly Cited,Supernova observation
1303.0864,Crystal Structure of Cas9 in Complex with Guide RNA and Target DNA,Biology,2013,10.1126/science.1247997,Highly Cited,CRISPR structure
1328.00003,Implementation of QAOA on NISQ Devices,Physics,2013,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
2127.00037,Deep Learning Advances in Natural Language Processing,Computer Science,2021,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
